PROVIDER;DESCRIPTION;ACCOUNTID;REGION;ASSESSMENTDATE;REQUIREMENTS_ID;REQUIREMENTS_DESCRIPTION;REQUIREMENTS_ATTRIBUTES_FAMILYNAME;REQUIREMENTS_ATTRIBUTES_FAMILYDESCRIPTION;REQUIREMENTS_ATTRIBUTES_SECTION;REQUIREMENTS_ATTRIBUTES_SUBSECTION;REQUIREMENTS_ATTRIBUTES_SUBSECTIONOBJECTIVE;REQUIREMENTS_ATTRIBUTES_APPLICABILITY;REQUIREMENTS_ATTRIBUTES_RECOMMENDATION;REQUIREMENTS_ATTRIBUTES_SECTIONTHREATMAPPINGS;REQUIREMENTS_ATTRIBUTES_SECTIONGUIDELINEMAPPINGS;STATUS;STATUSEXTENDED;RESOURCEID;RESOURCENAME;CHECKID;MUTED
aws;Common Cloud Controls Catalog (CCC) for AWS;735291151388;ap-south-1;2026-07-11 14:19:13.485135;CCC.Core.CN05.AR03;When administrative access or configuration change is attempted on the service or a child resource in a multi-tenant environment, the service MUST refuse requests across tenant boundaries unless the origin is explicitly included in a pre-approved allowlist.;Identity and Access Management;The Identity and Access Management control family ensures that only trusted and authenticated entities can access resources. These controls establish strong authentication, enforce multi-factor verification, and restrict access to approved sources to prevent unauthorized use or data exfiltration.;CCC.Core.CN05 Prevent Access from Untrusted Entities;;Ensure that secure access controls enforce the principle of least privilege to restrict access to authorized entities from explicitly trusted sources only.;['tlp-clear', 'tlp-green', 'tlp-amber', 'tlp-red'];;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.Core.TH01']}];[{'ReferenceId': 'CCM', 'Identifiers': ['DSP-01', 'DSP-07', 'DSP-08', 'DSP-10', 'DSP-17']}];PASS;EventBridge event bus default does not allow cross-account access.;arn:aws:events:ap-south-1:735291151388:event-bus/default;default;eventbridge_bus_cross_account_access;False
aws;Common Cloud Controls Catalog (CCC) for AWS;735291151388;ap-south-1;2026-07-11 14:19:13.485135;CCC.Core.CN03.AR01;When an entity attempts to modify the service through a user interface, the authentication process MUST require multiple identifying factors for authentication.;Identity and Access Management;The Identity and Access Management control family ensures that only trusted and authenticated entities can access resources. These controls establish strong authentication, enforce multi-factor verification, and restrict access to approved sources to prevent unauthorized use or data exfiltration.;CCC.Core.CN03 Implement Multi-factor Authentication (MFA) for Access;;Ensure that all sensitive activities require two or more identity factors during authentication to prevent unauthorized access.;['tlp-clear', 'tlp-green', 'tlp-amber', 'tlp-red'];;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.Core.TH01']}];[{'ReferenceId': 'CCM', 'Identifiers': ['IAM-14']}];FAIL;Group admin provides administrator access to User Alex with MFA disabled.;arn:aws:iam::735291151388:group/admin;admin;iam_administrator_access_with_mfa;False
aws;Common Cloud Controls Catalog (CCC) for AWS;735291151388;ap-south-1;2026-07-11 14:19:13.485135;CCC.Core.CN03.AR02;When an entity attempts to modify the service through an API endpoint, the authentication process MUST require a credential such as an API key or token AND originate from within the trust perimeter.;Identity and Access Management;The Identity and Access Management control family ensures that only trusted and authenticated entities can access resources. These controls establish strong authentication, enforce multi-factor verification, and restrict access to approved sources to prevent unauthorized use or data exfiltration.;CCC.Core.CN03 Implement Multi-factor Authentication (MFA) for Access;;Ensure that all sensitive activities require two or more identity factors during authentication to prevent unauthorized access.;['tlp-clear', 'tlp-green', 'tlp-amber', 'tlp-red'];;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.Core.TH01']}];[{'ReferenceId': 'CCM', 'Identifiers': ['IAM-14']}];FAIL;Group admin provides administrator access to User Alex with MFA disabled.;arn:aws:iam::735291151388:group/admin;admin;iam_administrator_access_with_mfa;False
aws;Common Cloud Controls Catalog (CCC) for AWS;735291151388;ap-south-1;2026-07-11 14:19:13.485135;CCC.Core.CN03.AR03;When an entity attempts to view information on the service through a user interface, the authentication process MUST require multiple identifying factors from the user.;Identity and Access Management;The Identity and Access Management control family ensures that only trusted and authenticated entities can access resources. These controls establish strong authentication, enforce multi-factor verification, and restrict access to approved sources to prevent unauthorized use or data exfiltration.;CCC.Core.CN03 Implement Multi-factor Authentication (MFA) for Access;;Ensure that all sensitive activities require two or more identity factors during authentication to prevent unauthorized access.;['tlp-amber', 'tlp-red'];;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.Core.TH01']}];[{'ReferenceId': 'CCM', 'Identifiers': ['IAM-14']}];FAIL;Group admin provides administrator access to User Alex with MFA disabled.;arn:aws:iam::735291151388:group/admin;admin;iam_administrator_access_with_mfa;False
aws;Common Cloud Controls Catalog (CCC) for AWS;735291151388;ap-south-1;2026-07-11 14:19:13.485135;CCC.Core.CN05.AR02;When administrative access or configuration change is attempted on the service or a child resource, the service MUST refuse requests from unauthorized entities.;Identity and Access Management;The Identity and Access Management control family ensures that only trusted and authenticated entities can access resources. These controls establish strong authentication, enforce multi-factor verification, and restrict access to approved sources to prevent unauthorized use or data exfiltration.;CCC.Core.CN05 Prevent Access from Untrusted Entities;;Ensure that secure access controls enforce the principle of least privilege to restrict access to authorized entities from explicitly trusted sources only.;['tlp-clear', 'tlp-green', 'tlp-amber', 'tlp-red'];;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.Core.TH01']}];[{'ReferenceId': 'CCM', 'Identifiers': ['DSP-01', 'DSP-07', 'DSP-08', 'DSP-10', 'DSP-17']}];FAIL;Group admin provides administrator access to User Alex with MFA disabled.;arn:aws:iam::735291151388:group/admin;admin;iam_administrator_access_with_mfa;False
aws;Common Cloud Controls Catalog (CCC) for AWS;735291151388;ap-south-1;2026-07-11 14:19:13.485135;CCC.Core.CN05.AR04;When data is requested from outside the trust perimeter, the service MUST refuse requests from unauthorized entities.;Identity and Access Management;The Identity and Access Management control family ensures that only trusted and authenticated entities can access resources. These controls establish strong authentication, enforce multi-factor verification, and restrict access to approved sources to prevent unauthorized use or data exfiltration.;CCC.Core.CN05 Prevent Access from Untrusted Entities;;Ensure that secure access controls enforce the principle of least privilege to restrict access to authorized entities from explicitly trusted sources only.;['tlp-amber', 'tlp-red'];;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.Core.TH01']}];[{'ReferenceId': 'CCM', 'Identifiers': ['DSP-01', 'DSP-07', 'DSP-08', 'DSP-10', 'DSP-17']}];FAIL;Group admin provides administrator access to User Alex with MFA disabled.;arn:aws:iam::735291151388:group/admin;admin;iam_administrator_access_with_mfa;False
aws;Common Cloud Controls Catalog (CCC) for AWS;735291151388;ap-south-1;2026-07-11 14:19:13.485135;CCC.Core.CN05.AR06;When any request is made to the service or a child resource, the service MUST refuse requests from unauthorized entities.;Identity and Access Management;The Identity and Access Management control family ensures that only trusted and authenticated entities can access resources. These controls establish strong authentication, enforce multi-factor verification, and restrict access to approved sources to prevent unauthorized use or data exfiltration.;CCC.Core.CN05 Prevent Access from Untrusted Entities;;Ensure that secure access controls enforce the principle of least privilege to restrict access to authorized entities from explicitly trusted sources only.;['tlp-green', 'tlp-amber', 'tlp-red'];;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.Core.TH01']}];[{'ReferenceId': 'CCM', 'Identifiers': ['DSP-01', 'DSP-07', 'DSP-08', 'DSP-10', 'DSP-17']}];FAIL;Group admin provides administrator access to User Alex with MFA disabled.;arn:aws:iam::735291151388:group/admin;admin;iam_administrator_access_with_mfa;False
aws;Common Cloud Controls Catalog (CCC) for AWS;735291151388;ap-south-1;2026-07-11 14:19:13.485135;CCC.Core.CN05.AR02;When administrative access or configuration change is attempted on the service or a child resource, the service MUST refuse requests from unauthorized entities.;Identity and Access Management;The Identity and Access Management control family ensures that only trusted and authenticated entities can access resources. These controls establish strong authentication, enforce multi-factor verification, and restrict access to approved sources to prevent unauthorized use or data exfiltration.;CCC.Core.CN05 Prevent Access from Untrusted Entities;;Ensure that secure access controls enforce the principle of least privilege to restrict access to authorized entities from explicitly trusted sources only.;['tlp-clear', 'tlp-green', 'tlp-amber', 'tlp-red'];;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.Core.TH01']}];[{'ReferenceId': 'CCM', 'Identifiers': ['DSP-01', 'DSP-07', 'DSP-08', 'DSP-10', 'DSP-17']}];FAIL;Root user in the account was last accessed 1 days ago.;arn:aws:iam::735291151388:root;<root_account>;iam_avoid_root_usage;False
aws;Common Cloud Controls Catalog (CCC) for AWS;735291151388;ap-south-1;2026-07-11 14:19:13.485135;CCC.Core.CN05.AR02;When administrative access or configuration change is attempted on the service or a child resource, the service MUST refuse requests from unauthorized entities.;Identity and Access Management;The Identity and Access Management control family ensures that only trusted and authenticated entities can access resources. These controls establish strong authentication, enforce multi-factor verification, and restrict access to approved sources to prevent unauthorized use or data exfiltration.;CCC.Core.CN05 Prevent Access from Untrusted Entities;;Ensure that secure access controls enforce the principle of least privilege to restrict access to authorized entities from explicitly trusted sources only.;['tlp-clear', 'tlp-green', 'tlp-amber', 'tlp-red'];;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.Core.TH01']}];[{'ReferenceId': 'CCM', 'Identifiers': ['DSP-01', 'DSP-07', 'DSP-08', 'DSP-10', 'DSP-17']}];PASS;AWS policy AmazonRDSServiceRolePolicy is attached but does not allow '*:*' administrative privileges.;arn:aws:iam::aws:policy/aws-service-role/AmazonRDSServiceRolePolicy;AmazonRDSServiceRolePolicy;iam_aws_attached_policy_no_administrative_privileges;False
aws;Common Cloud Controls Catalog (CCC) for AWS;735291151388;ap-south-1;2026-07-11 14:19:13.485135;CCC.IAM.CN01.AR01;When an identity policy for a non-administrative principal is evaluated, it MUST NOT grant permissions for creating credentials or generating temporary session tokens.;Identity and Access Management;Controls that restrict who can access and modify IAM resources.;CCC.IAM.CN01 Restrict IAM User Credentials Creation;;Prevent non-administrative principals from creating new long-lived credentials like access keys or generating temporary session tokens. This blocks a common privilege escalation and persistence vector.;['tlp-clear', 'tlp-green', 'tlp-amber', 'tlp-red'];;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.IAM.TH03']}];[{'ReferenceId': 'NIST-CSF', 'Identifiers': ['PR.AA-05']}, {'ReferenceId': 'NIST_800_53', 'Identifiers': ['AC-2', 'AC-3', 'AC-5', 'AC-6']}];PASS;AWS policy AmazonRDSServiceRolePolicy is attached but does not allow '*:*' administrative privileges.;arn:aws:iam::aws:policy/aws-service-role/AmazonRDSServiceRolePolicy;AmazonRDSServiceRolePolicy;iam_aws_attached_policy_no_administrative_privileges;False
aws;Common Cloud Controls Catalog (CCC) for AWS;735291151388;ap-south-1;2026-07-11 14:19:13.485135;CCC.IAM.CN01.AR02;When a non-administrative principal attempts to create new credentials or a temporary session token, the service MUST deny the action.;Identity and Access Management;Controls that restrict who can access and modify IAM resources.;CCC.IAM.CN01 Restrict IAM User Credentials Creation;;Prevent non-administrative principals from creating new long-lived credentials like access keys or generating temporary session tokens. This blocks a common privilege escalation and persistence vector.;['tlp-clear', 'tlp-green', 'tlp-amber', 'tlp-red'];;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.IAM.TH03']}];[{'ReferenceId': 'NIST-CSF', 'Identifiers': ['PR.AA-05']}, {'ReferenceId': 'NIST_800_53', 'Identifiers': ['AC-2', 'AC-3', 'AC-5', 'AC-6']}];PASS;AWS policy AmazonRDSServiceRolePolicy is attached but does not allow '*:*' administrative privileges.;arn:aws:iam::aws:policy/aws-service-role/AmazonRDSServiceRolePolicy;AmazonRDSServiceRolePolicy;iam_aws_attached_policy_no_administrative_privileges;False
aws;Common Cloud Controls Catalog (CCC) for AWS;735291151388;ap-south-1;2026-07-11 14:19:13.485135;CCC.IAM.CN02.AR01;When an identity policy for a non-administrative principal is evaluated, it MUST NOT grant permissions for creating, updating, or attaching policies.;Identity and Access Management;Controls that restrict who can access and modify IAM resources.;CCC.IAM.CN02 Restrict IAM Policies Modification;;Ensure that only designated administrative accounts have the ability to create, modify, or attach policies that define permissions for other identities.;['tlp-clear', 'tlp-green', 'tlp-amber', 'tlp-red'];;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.IAM.TH06']}];[{'ReferenceId': 'NIST-CSF', 'Identifiers': ['PR.AA-05']}, {'ReferenceId': 'NIST_800_53', 'Identifiers': ['AC-2', 'AC-3', 'AC-5', 'AC-6']}];PASS;AWS policy AmazonRDSServiceRolePolicy is attached but does not allow '*:*' administrative privileges.;arn:aws:iam::aws:policy/aws-service-role/AmazonRDSServiceRolePolicy;AmazonRDSServiceRolePolicy;iam_aws_attached_policy_no_administrative_privileges;False
aws;Common Cloud Controls Catalog (CCC) for AWS;735291151388;ap-south-1;2026-07-11 14:19:13.485135;CCC.IAM.CN02.AR02;When a non-administrative principal attempts to create, update, or attach policies, the service MUST deny the action.;Identity and Access Management;Controls that restrict who can access and modify IAM resources.;CCC.IAM.CN02 Restrict IAM Policies Modification;;Ensure that only designated administrative accounts have the ability to create, modify, or attach policies that define permissions for other identities.;['tlp-clear', 'tlp-green', 'tlp-amber', 'tlp-red'];;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.IAM.TH06']}];[{'ReferenceId': 'NIST-CSF', 'Identifiers': ['PR.AA-05']}, {'ReferenceId': 'NIST_800_53', 'Identifiers': ['AC-2', 'AC-3', 'AC-5', 'AC-6']}];PASS;AWS policy AmazonRDSServiceRolePolicy is attached but does not allow '*:*' administrative privileges.;arn:aws:iam::aws:policy/aws-service-role/AmazonRDSServiceRolePolicy;AmazonRDSServiceRolePolicy;iam_aws_attached_policy_no_administrative_privileges;False
aws;Common Cloud Controls Catalog (CCC) for AWS;735291151388;ap-south-1;2026-07-11 14:19:13.485135;CCC.IAM.CN04.AR01;When an IAM policy is created or updated, it MUST NOT contain allow statements with wildcard permissions, unless the statement is restricted by a condition.;Identity and Access Management;Controls that restrict who can access and modify IAM resources.;CCC.IAM.CN04 Restrict Wildcard Usage in IAM Policies;;Limit the use of wildcard permissions in IAM policies to prevent overly broad access from being granted by default.;['tlp-green', 'tlp-amber', 'tlp-red'];;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.IAM.TH01', 'CCC.IAM.TH02']}];[{'ReferenceId': 'NIST-CSF', 'Identifiers': ['PR.AC-6']}, {'ReferenceId': 'NIST_800_53', 'Identifiers': ['AC-2', 'AC-3', 'AC-6']}];PASS;AWS policy AmazonRDSServiceRolePolicy is attached but does not allow '*:*' administrative privileges.;arn:aws:iam::aws:policy/aws-service-role/AmazonRDSServiceRolePolicy;AmazonRDSServiceRolePolicy;iam_aws_attached_policy_no_administrative_privileges;False
